x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.9607486724853516,0.9057661294937134,0.8441565036773682,0.794213056564331,0.754077672958374,0.7653992176055908,0.703917920589447,0.6703645586967468,0.639740526676178,0.7700556516647339,0.7037491202354431,0.666061282157898,0.6298319101333618,0.7883351445198059,0.726860761642456,0.6874872446060181,0.650680422782898,0.8189725279808044,0.769241452217102,0.7364355325698853,0.7022525668144226,0.4172148704528808,0.4729778468608856,0.4878535866737366,0.4548357725143432,0.41889089345932,0.4180861711502075,0.3976808190345764,0.3754819333553314,0.3496026694774627,0.3670854866504669,0.3398943543434143,0.3181012272834778,0.2963466048240661,0.3287422955036163,0.2979159951210022,0.2808796167373657,0.2653366923332214,0.2922735214233398,0.2675957381725311,0.2550137042999267,0.2437648773193359,3.380326631940989e-07,-0.0245743468403816,-0.0345573015511035,-0.043347094208002,-0.050308458507061,0.0019853361882269,-0.0126420240849256,-0.0303786173462867,-0.0449262894690036,-0.0001843482314143,-0.0107555584982037,-0.0272512082010507,-0.0412491001188755,-0.0079574948176741,-0.0206528659909963,-0.033568549901247,-0.0445427447557449,-0.0191308353096246,-0.0316051617264747,-0.0388145186007022,-0.0450957156717777,HELLO
0.9728245139122008,0.9190754294395448,0.8555668592453003,0.8056102395057678,0.7630177140235901,0.7796046733856201,0.715933084487915,0.6805728673934937,0.6486709117889404,0.7853233218193054,0.7161428332328796,0.6771366596221924,0.6400601267814636,0.8041861653327942,0.7409447431564331,0.7003441452980042,0.6623832583427429,0.8352221846580505,0.7852659225463867,0.75173020362854,0.7165920734405518,0.4276599287986755,0.4897260069847107,0.5020816326141357,0.4665434658527374,0.4369423985481262,0.4285104870796203,0.4090843498706817,0.387965053319931,0.3629010319709778,0.37687948346138,0.3516297936439514,0.3298748135566711,0.3080711662769317,0.3385486304759979,0.3080775141716003,0.2905206680297851,0.2743061780929565,0.3010081350803375,0.2780993580818176,0.2665758728981018,0.2559362649917602,3.256344314195303e-07,-0.025049690157175,-0.034194067120552,-0.0419945418834686,-0.0482636280357837,0.0005461880355142,-0.0141307627782225,-0.0316384769976139,-0.0461872369050979,-0.0018293671309947,-0.0132026616483926,-0.0307131838053464,-0.0456347726285457,-0.0098158530890941,-0.0236637350171804,-0.0384582839906215,-0.0510252006351947,-0.021138647571206,-0.035042755305767,-0.0440393649041652,-0.0520027130842208,HELLO
0.9729378819465636,0.9198414087295532,0.8556322455406189,0.8052840828895569,0.7633830308914185,0.7795108556747437,0.715964674949646,0.6806643009185791,0.6488337516784668,0.7853437662124634,0.7163515686988831,0.6774752140045166,0.6404987573623657,0.80459064245224,0.7411400675773621,0.7005714774131775,0.6626365184783936,0.8360692858695984,0.7854052186012268,0.7513744831085205,0.7161471247673035,0.4276726245880127,0.4897234439849853,0.5029281377792358,0.4678970277309418,0.4363059997558594,0.4291003346443176,0.4083650708198547,0.3864804804325104,0.3609896302223205,0.3776555061340332,0.3511552512645721,0.328701913356781,0.3062881529331207,0.3391526043415069,0.3085132837295532,0.2909199595451355,0.2745696604251861,0.3018089532852173,0.2784385681152344,0.2667872607707977,0.2559618353843689,3.357965852046618e-07,-0.0250144880264997,-0.0344175025820732,-0.0425100065767765,-0.0490666776895523,-0.0004874553414992,-0.0155612556263804,-0.0330775082111358,-0.0476154461503028,-0.0030878360848873,-0.0148511109873652,-0.0321285463869571,-0.046703815460205,-0.0112482085824012,-0.0256350804120302,-0.0402737110853195,-0.0524666123092174,-0.0226907394826412,-0.0372369363903999,-0.046366911381483,-0.0541911050677299,HELLO
0.9732043743133544,0.920086145401001,0.8569076061248779,0.8048359751701355,0.7601807117462158,0.7800258994102478,0.7164860963821411,0.6813333034515381,0.6489263772964478,0.7849797010421753,0.7152473330497742,0.6759021282196045,0.6379595398902893,0.8041697144508362,0.7396852970123291,0.6990602612495422,0.6605973839759827,0.8359420895576477,0.785157322883606,0.7510714530944824,0.7152290940284729,0.4259591698646545,0.4884938597679138,0.5035070180892944,0.469963014125824,0.4408968687057495,0.4274283349514007,0.4086770713329315,0.388006329536438,0.3627644777297973,0.3761574029922485,0.3507188856601715,0.3295029699802398,0.3079466521739959,0.3385827839374542,0.3077738881111145,0.2904831171035766,0.2741925716400146,0.3019261360168457,0.278593361377716,0.2670513093471527,0.2562054097652435,3.386237210634136e-07,-0.0258066114038229,-0.0356837399303913,-0.0440286509692668,-0.0506716035306453,-0.0001944022078532,-0.0152757177129387,-0.032923836261034,-0.0476559065282344,-0.0024768961593508,-0.0141762252897024,-0.0313761048018932,-0.0459656678140163,-0.0104812998324632,-0.0251233484596014,-0.0395863018929958,-0.0516656078398227,-0.0218226797878742,-0.037010308355093,-0.0464036241173744,-0.0543372854590415,HELLO
0.9735318422317504,0.9201024770736694,0.8565220236778259,0.8041887283325195,0.7600064873695374,0.7800097465515137,0.7162426114082336,0.6811374425888062,0.6489127278327942,0.7848994731903076,0.7152130007743835,0.676235020160675,0.6388861536979675,0.803947925567627,0.7396332025527954,0.6990823745727539,0.6608613133430481,0.8355433940887451,0.7842978835105896,0.7499514222145081,0.714005172252655,0.4255827367305755,0.4884178638458252,0.5036637187004089,0.4700978398323059,0.4401495158672333,0.4283747673034668,0.4091426432132721,0.3877919912338257,0.3620167374610901,0.3768257200717926,0.3508246541023254,0.3289758861064911,0.3068941235542297,0.338925153017044,0.3083146810531616,0.2909744381904602,0.2746700048446655,0.3019463419914245,0.2785760164260864,0.2670932412147522,0.2563958168029785,3.388429661299597e-07,-0.0257359519600868,-0.0355090238153934,-0.0438391007483005,-0.0504777431488037,0.0003845037717837,-0.01464503724128,-0.0323232188820838,-0.0470489002764225,-0.0018501008162274,-0.0133717991411685,-0.030437659472227,-0.0449379943311214,-0.0098532428964972,-0.024187060073018,-0.0383091568946838,-0.0501703917980194,-0.0212349742650985,-0.0359532386064529,-0.0449509248137474,-0.0526391863822937,HELLO
0.9736645817756652,0.9198756217956544,0.8572375774383545,0.8058503270149231,0.7608858942985535,0.7787636518478394,0.7144875526428223,0.679716169834137,0.6481806039810181,0.784015417098999,0.7143262624740601,0.6753367185592651,0.6383051872253418,0.8031306266784668,0.738548994064331,0.6981351971626282,0.6596693396568298,0.8346357941627502,0.7835291028022766,0.7496001720428467,0.7138962745666504,0.4271070957183838,0.4888426065444946,0.5036289095878601,0.470628559589386,0.4406242668628692,0.4285952746868133,0.4100342988967895,0.388762891292572,0.3625917732715606,0.3776686489582062,0.3522873818874359,0.3304145336151123,0.3077382147312164,0.3398822844028473,0.31004598736763,0.2929414212703705,0.2763926982879638,0.3029705882072449,0.2796861231327057,0.2674441337585449,0.2556598782539367,3.5046448942921415e-07,-0.0252965595573186,-0.0354789569973945,-0.0442499704658985,-0.0511099845170974,0.0006463127210736,-0.0142991291359066,-0.0317278951406478,-0.0460558198392391,-0.0017159780254587,-0.0126839959993958,-0.0291291046887636,-0.0430990308523178,-0.00980656594038,-0.0232014395296573,-0.03639842197299,-0.0476807169616222,-0.0213086828589439,-0.0349818058311939,-0.0430119931697845,-0.0499527938663959,HELLO
0.9739436507225036,0.9201263189315796,0.8574634194374084,0.8059839606285095,0.7612054347991943,0.7789111733436584,0.7146507501602173,0.6800438165664673,0.6486796140670776,0.7841857075691223,0.7144615054130554,0.6755209565162659,0.6384398341178894,0.8031848073005676,0.7387298941612244,0.6983166933059692,0.6598520278930664,0.8346460461616516,0.7833142280578613,0.7492245435714722,0.7134314179420471,0.4266707003116607,0.48837810754776,0.5035278797149658,0.4708391427993774,0.4407795071601867,0.428775817155838,0.4101181924343109,0.3885687589645386,0.3621625006198883,0.3777620494365692,0.3523063361644745,0.3302968740463257,0.3074991703033447,0.3399126827716827,0.3102299869060516,0.293184220790863,0.2767186760902405,0.3028805553913116,0.2799086570739746,0.2678487300872803,0.2562592625617981,3.453560282196122e-07,-0.0252500157803297,-0.0354018583893775,-0.0441882461309433,-0.0510522648692131,0.0008721368503756,-0.0140958372503519,-0.0315994136035442,-0.0459752567112445,-0.0015066566411405,-0.0123987402766942,-0.0288669876754283,-0.0429004356265068,-0.0096202846616506,-0.0228418223559856,-0.0359358675777912,-0.0471733957529068,-0.0211687497794628,-0.0345667079091072,-0.0423925817012786,-0.0492227226495742,HELLO
0.9729615449905396,0.9180158972740172,0.8537071943283081,0.8024322986602783,0.7584066987037659,0.7791721224784851,0.7152310609817505,0.6797904968261719,0.647618293762207,0.7844625115394592,0.7145534157752991,0.675339937210083,0.6382032632827759,0.8032376170158386,0.73867267370224,0.6978409886360168,0.6598225831985474,0.8345031142234802,0.783327579498291,0.7490095496177673,0.713205873966217,0.4290910959243774,0.4912440180778503,0.5029842853546143,0.4691327214241028,0.4422855973243713,0.4273524284362793,0.4086582660675049,0.3879105746746063,0.3628196716308594,0.3769722878932953,0.3510096669197082,0.3295151889324188,0.3077964186668396,0.3396898210048675,0.3089875280857086,0.2922236919403076,0.2766127586364746,0.3029786646366119,0.2791250348091125,0.2673186659812927,0.2571083307266235,3.169983529005549e-07,-0.0222642365843057,-0.0304250624030828,-0.0378442965447902,-0.0437029413878917,0.0037656556814908,-0.0107052884995937,-0.028084659948945,-0.0424496419727802,8.2876329543069e-05,-0.0108420997858047,-0.0275877080857753,-0.0418333336710929,-0.0090847564861178,-0.0223682895302772,-0.0357219725847244,-0.0471998788416385,-0.0214399024844169,-0.0349243506789207,-0.0430110022425651,-0.0501431785523891,HELLO
0.9732193350791932,0.9182351231575012,0.853241503238678,0.8012248873710632,0.7566969394683838,0.7796940207481384,0.715303897857666,0.6796627044677734,0.6470703482627869,0.7848026156425476,0.7144880294799805,0.674690306186676,0.6369419097900391,0.80336993932724,0.7389941811561584,0.6978318095207214,0.6596775650978088,0.8343440890312195,0.7838768362998962,0.7495690584182739,0.7139188051223755,0.4278296828269958,0.4911096692085266,0.5031545758247375,0.469069093465805,0.4418515563011169,0.4286519885063171,0.4105335772037506,0.3908552527427673,0.3668356537818908,0.3776834309101105,0.3525781333446502,0.3316321074962616,0.3104730546474457,0.3400950729846954,0.3093125820159912,0.2922167181968689,0.2764811217784881,0.3031114041805267,0.2789725661277771,0.2672033905982971,0.2569129467010498,3.117000346719579e-07,-0.0225505866110324,-0.0300855319947004,-0.0368798896670341,-0.0420716442167758,0.0051374537870287,-0.0083302818238735,-0.0250236596912145,-0.0390627235174179,0.0017273125704377,-0.0086276978254318,-0.0254362113773822,-0.039811123162508,-0.007258681114763,-0.0204330217093229,-0.0346014201641082,-0.0466822795569896,-0.019418641924858,-0.0329355001449584,-0.0416158027946949,-0.0492867566645145,HELLO
0.9704195857048036,0.9165205955505372,0.8521152138710022,0.800467312335968,0.755959153175354,0.7743198275566101,0.7108128070831299,0.6765162944793701,0.6454520225524902,0.7797902226448059,0.7109445333480835,0.6724673509597778,0.6360414028167725,0.799117386341095,0.7354472279548645,0.6954810619354248,0.6579177975654602,0.8307043313980103,0.7807886004447937,0.7472023963928223,0.7119461297988892,0.4253664016723633,0.4883927404880523,0.5029818415641785,0.4694603383541107,0.4416215419769287,0.427800714969635,0.4105836749076843,0.3906956315040588,0.3662407100200653,0.3769404888153076,0.3520892262458801,0.3308839499950409,0.3093452155590057,0.3392071425914764,0.308780699968338,0.2921068668365478,0.2761496007442474,0.3027487099170685,0.2798733115196228,0.267835259437561,0.2560650706291199,3.232194671909383e-07,-0.0236916001886129,-0.032559935003519,-0.0402475446462631,-0.0462018772959709,0.0017986457096412,-0.012620291672647,-0.0295668710023164,-0.0435885787010192,-0.0011111904168501,-0.0120159545913338,-0.0283136162906885,-0.0421366654336452,-0.0095875449478626,-0.0232365615665912,-0.036874484270811,-0.0483935214579105,-0.0212670490145683,-0.0355510301887989,-0.0442750453948974,-0.0516332797706127,HELLO
