lx0,lx1,lx2,lx3,lx4,lx5,lx6,lx7,lx8,lx9,lx10,lx11,lx12,lx13,lx14,lx15,lx16,lx17,lx18,lx19,lx20,ly0,ly1,ly2,ly3,ly4,ly5,ly6,ly7,ly8,ly9,ly10,ly11,ly12,ly13,ly14,ly15,ly16,ly17,ly18,ly19,ly20,lz0,lz1,lz2,lz3,lz4,lz5,lz6,lz7,lz8,lz9,lz10,lz11,lz12,lz13,lz14,lz15,lz16,lz17,lz18,lz19,lz20,rx0,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rx11,rx12,rx13,rx14,rx15,rx16,rx17,rx18,rx19,rx20,ry0,ry1,ry2,ry3,ry4,ry5,ry6,ry7,ry8,ry9,ry10,ry11,ry12,ry13,ry14,ry15,ry16,ry17,ry18,ry19,ry20,rz0,rz1,rz2,rz3,rz4,rz5,rz6,rz7,rz8,rz9,rz10,rz11,rz12,rz13,rz14,rz15,rz16,rz17,rz18,rz19,rz20,label
0.1181880235671997,0.1935365498065948,0.2764533460140228,0.3374017179012298,0.3853785395622253,0.3299348652362823,0.399103581905365,0.4385718107223511,0.4727645218372345,0.3221719861030578,0.3987821042537689,0.4469391703605652,0.487813651561737,0.3017909824848175,0.3732613623142242,0.4202110469341278,0.4613572359085083,0.269195407629013,0.3251803517341614,0.3639222085475921,0.4027198553085327,0.4710645675659179,0.5266305208206177,0.5202864408493042,0.4784208834171295,0.4551478028297424,0.4348053336143493,0.4106500744819641,0.3851040005683899,0.3572912514209747,0.3850260376930237,0.352423757314682,0.3272802829742431,0.3028575778007507,0.3437203764915466,0.3063225150108337,0.2861726880073547,0.2680020928382873,0.3046369254589081,0.2727015614509582,0.256500780582428,0.2434307634830474,3.6323507401903044e-07,-0.0193923041224479,-0.0160582978278398,-0.0133713735267519,-0.0093628261238336,0.023103853687644,0.0148665132001042,0.0015376125229522,-0.0095852762460708,0.021268667653203,0.0136844189837574,-0.0010394540149718,-0.0121486112475395,0.0131173050031065,0.0008187353960238,-0.0132674891501665,-0.0226552244275808,0.0020669393707066,-0.0115332687273621,-0.0196872930973768,-0.0249453112483024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1485770344734192,0.2109524607658386,0.2843169569969177,0.3528471291065216,0.4077471494674682,0.3530267179012298,0.4198841452598572,0.4586994647979736,0.4942367076873779,0.3486197590827942,0.4229190945625305,0.4702351093292236,0.5116662979125977,0.3301908075809479,0.4010890126228332,0.4468321800231933,0.4869447350502014,0.3010731935501098,0.3565029203891754,0.3947241902351379,0.432148665189743,0.4033229053020477,0.4614950716495514,0.4795788526535034,0.4746238589286804,0.4731580913066864,0.4093143343925476,0.3863211274147033,0.3595792651176452,0.3300627768039703,0.3573367297649383,0.3262733817100525,0.3025962114334106,0.2799652516841888,0.313401997089386,0.2815193235874176,0.2639423906803131,0.2481080740690231,0.2735727429389953,0.2469443529844284,0.2323609888553619,0.2199824452400207,3.445116192324349e-07,-0.0270243156701326,-0.0325828939676284,-0.0376713313162326,-0.0415292456746101,0.0087425643578171,-0.0054859877564013,-0.0232913680374622,-0.0373324863612651,0.0090075396001338,-0.0028090944979339,-0.0201559402048587,-0.0334903746843338,0.0030525650363415,-0.0116143161430954,-0.0246862880885601,-0.0335772074759006,-0.0064900177530944,-0.0216758251190185,-0.0292594116181135,-0.0338347442448139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1518674790859222,0.213735744357109,0.2850731611251831,0.3544822633266449,0.4099664986133575,0.3598049879074096,0.4258415699005127,0.4634675979614258,0.498356819152832,0.3558174967765808,0.4299041926860809,0.4767400324344635,0.5175756216049194,0.3371434509754181,0.4078498780727386,0.4528544545173645,0.4924327433109283,0.3072740733623504,0.3642350435256958,0.4023820459842682,0.4402018785476684,0.3905887007713318,0.4529483616352081,0.4778635501861572,0.4803876876831054,0.4901694655418396,0.4039343595504761,0.3772866725921631,0.3494781851768493,0.3211283683776855,0.3510784208774566,0.3180453479290008,0.2942291498184204,0.2731632590293884,0.3062555193901062,0.2741210460662842,0.2569065988063812,0.2417468428611755,0.2650538086891174,0.2401008158922195,0.2256377041339874,0.2130307704210281,3.738459781743586e-07,-0.0288536101579666,-0.0357367694377899,-0.0418847016990184,-0.0465512312948703,0.0118311438709497,-8.296952728414908e-05,-0.0173033885657787,-0.0312258042395114,0.0135192247107625,0.0041708680801093,-0.0129182282835245,-0.0263290274888277,0.0086653968319296,-0.0040675122290849,-0.0167911276221275,-0.0256277620792388,-3.5616245440905914e-05,-0.0135863786563277,-0.0205973368138074,-0.0248999129980802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1512143462896347,0.2106704115867614,0.2817196249961853,0.3503884375095367,0.4060645997524261,0.3606227338314056,0.4279208481311798,0.4658890962600708,0.5009863376617432,0.3567643165588379,0.4313911199569702,0.4783675670623779,0.5195460319519043,0.3382658064365387,0.4094223976135254,0.4543504118919372,0.4939870238304138,0.3087542653083801,0.3657839894294739,0.4033877253532409,0.4406009018421173,0.389244794845581,0.4482127428054809,0.4761830866336822,0.4819034934043884,0.4939853549003601,0.4022822380065918,0.3761643171310425,0.3488476872444153,0.3210910558700561,0.3486438989639282,0.3163016736507416,0.2930343151092529,0.2727435827255249,0.3035222291946411,0.2731415927410126,0.2571896910667419,0.2432052940130233,0.2628343403339386,0.2395127564668655,0.2253165543079376,0.212435096502304,3.9106475924199913e-07,-0.0319534353911876,-0.0409410819411277,-0.0484542734920978,-0.0540852807462215,0.0076216831803321,-0.0055818613618612,-0.0235283393412828,-0.0377069748938083,0.010661263950169,0.0004454940208233,-0.0169303063303232,-0.0304469987750053,0.0070689003914594,-0.0059215407818555,-0.0184986852109432,-0.0271893851459026,-0.0006364661967381,-0.0140389623120427,-0.0205357056111097,-0.0243307314813137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1512317508459091,0.2110940217971801,0.2820360958576202,0.3509736657142639,0.4067416191101074,0.3612666726112366,0.4285056591033935,0.4667873978614807,0.5020323991775513,0.3569270968437195,0.4312511682510376,0.4779898226261139,0.5190170407295227,0.3381047248840332,0.4089667499065399,0.4536958634853363,0.4930305480957031,0.3083489239215851,0.3655774891376495,0.403043657541275,0.4398638606071472,0.3897842168807983,0.4482440054416656,0.4754568338394165,0.481519877910614,0.4954797923564911,0.4018588066101074,0.3750524222850799,0.3473575711250305,0.3194171488285064,0.3481283783912658,0.3157086670398712,0.2923967838287353,0.2718381583690643,0.3031947016716003,0.2727024257183075,0.2569118738174438,0.2427609860897064,0.2628302574157715,0.2391644418239593,0.2253048568964004,0.2126765102148056,3.8425065440605977e-07,-0.0314435921609401,-0.0405234545469284,-0.0482953749597072,-0.05426587164402,0.0083324322476983,-0.0045921639539301,-0.0224016793072223,-0.0365365371108055,0.011204382404685,0.0013193935155868,-0.0157889574766159,-0.0291786789894104,0.0074796266853809,-0.0051410486921668,-0.0173150952905416,-0.0258095860481262,-0.0003538192249834,-0.0133996754884719,-0.0195114519447088,-0.0230766832828521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1541050225496292,0.2119849324226379,0.2795227766036987,0.3454196155071258,0.4003214538097381,0.361114501953125,0.4275221526622772,0.4658629894256592,0.5015662312507629,0.3575833439826965,0.4311581552028656,0.4774121642112732,0.5182083249092102,0.3395442366600036,0.4097757637500763,0.4547460079193115,0.4942953586578369,0.3101858794689178,0.3672882318496704,0.4051327109336853,0.4422072768211365,0.3852952122688293,0.4458039402961731,0.4748709499835968,0.4797987937927246,0.4940019249916076,0.4026477336883545,0.3769734501838684,0.3491921424865722,0.3210131525993347,0.3477983176708221,0.3161486983299255,0.2927623987197876,0.2721506655216217,0.3024553656578064,0.273091197013855,0.2565638720989227,0.2421713918447494,0.2621208429336548,0.2389018386602401,0.2250921726226806,0.2123355716466903,3.658336424905429e-07,-0.0328674018383026,-0.0438076369464397,-0.0532896630465984,-0.061168435961008,0.0032849095296114,-0.0122753819450736,-0.0316966585814952,-0.0469416566193103,0.0059053329750895,-0.0067102708853781,-0.0252950619906187,-0.0397638082504272,0.0020351039711385,-0.0127712013199925,-0.0260109696537256,-0.035215176641941,-0.0059500481002032,-0.0205440875142812,-0.0274826418608427,-0.0316708274185657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1546681523323059,0.2119533717632293,0.2797358632087707,0.3460057079792022,0.4008236825466156,0.3608607649803161,0.4269495010375976,0.4657260179519653,0.501350462436676,0.3572894632816314,0.4313690066337585,0.4782848656177521,0.5194704532623291,0.3392836451530456,0.4100620746612549,0.4554052352905273,0.4951469600200653,0.3099874854087829,0.3669594526290893,0.40529865026474,0.4431551992893219,0.3850440382957458,0.4458512365818023,0.4749654233455658,0.4802514612674713,0.4946857094764709,0.4021655023097992,0.3768987357616424,0.349048763513565,0.3208686709403991,0.3477344810962677,0.3161860704421997,0.2927557229995727,0.2722619473934173,0.3025613129138946,0.27316814661026,0.2567675113677978,0.242657795548439,0.261912852525711,0.2381903380155563,0.2243970334529876,0.2121288776397705,3.7519708939726126e-07,-0.0326584242284297,-0.0433100312948226,-0.0525330044329166,-0.0601624846458435,0.0039445799775421,-0.0109283477067947,-0.0298238676041364,-0.0447253063321113,0.00641097035259,-0.0054818959906697,-0.0235968232154846,-0.0377336889505386,0.002360061276704,-0.0119599197059869,-0.0251219663769006,-0.0343034528195858,-0.0058209942653775,-0.0203809663653373,-0.0276299510151147,-0.0320584364235401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1539105325937271,0.2102785110473632,0.2792890071868896,0.3453007042407989,0.3985685706138611,0.362292617559433,0.4290867447853088,0.4676542282104492,0.5028820037841797,0.3584893941879272,0.4329482913017273,0.4800806045532226,0.5212180614471436,0.3403796851634979,0.4112099111080169,0.4564166367053985,0.496128648519516,0.3111618161201477,0.368159532546997,0.4059111475944519,0.4436120092868805,0.3840367794036865,0.4460259079933166,0.476857990026474,0.4838053584098816,0.5011240839958191,0.403453916311264,0.3778299391269684,0.3504566252231598,0.3230368494987488,0.3490122854709625,0.3178224563598633,0.2946526110172272,0.2743015885353088,0.3037471771240234,0.2751767933368683,0.2589663863182068,0.2446952164173126,0.2626078128814697,0.2399386465549469,0.2263551354408264,0.2138431817293167,3.621817654675397e-07,-0.0312748216092586,-0.040714256465435,-0.0487013608217239,-0.0549651682376861,0.0043664006516337,-0.009748495183885,-0.0278716050088405,-0.0421667359769344,0.0066051087342202,-0.0045337975025177,-0.0218696556985378,-0.0353643894195556,0.0025142789818346,-0.0112496074289083,-0.0242170225828886,-0.0332116335630416,-0.0055533559061586,-0.0198233444243669,-0.0269908439368009,-0.0312727913260459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1550170332193374,0.2116285562515258,0.2780096530914306,0.3428518176078796,0.3963219821453094,0.362310379743576,0.4296211004257202,0.4678702056407928,0.5033036470413208,0.3586791753768921,0.4343355000019073,0.4815232157707214,0.5228564143180847,0.3404304981231689,0.4120696783065796,0.4574300646781921,0.4975305795669555,0.3107146024703979,0.3679870963096618,0.4060729444026947,0.4440404176712036,0.386624813079834,0.4489102065563202,0.480524480342865,0.4876033961772918,0.5075621604919434,0.4055971503257751,0.3806006908416748,0.3538105189800262,0.3268610835075378,0.3507509231567383,0.3203590214252472,0.2985533475875854,0.2793038189411163,0.3054091930389404,0.2767380774021148,0.2610726356506347,0.2473229467868805,0.2647224366664886,0.2416164129972458,0.2281399220228195,0.2156159430742263,3.691120014082117e-07,-0.0319056957960128,-0.0428801961243152,-0.0523554421961307,-0.0601565241813659,0.0024053568486124,-0.0125595265999436,-0.0312651582062244,-0.0459648557007312,0.0045580365695059,-0.0073005673475563,-0.0250005330890417,-0.0387923456728458,0.0004542501992546,-0.0137300249189138,-0.026762381196022,-0.0358573086559772,-0.0076400646939873,-0.0221159234642982,-0.0292511768639087,-0.0335565097630023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
0.1562805771827697,0.2125710844993591,0.278241366147995,0.3430903553962707,0.396727591753006,0.3622757196426391,0.4296879768371582,0.4682044088840484,0.5039379596710205,0.3588266968727112,0.4346319437026977,0.4819266200065613,0.5235564708709717,0.3405098021030426,0.4124236106872558,0.457904040813446,0.4982048869132995,0.310450792312622,0.3682134449481964,0.4067906141281128,0.4450932741165161,0.3864925503730774,0.4495271146297455,0.4804237484931946,0.4872584939002991,0.5080897808074951,0.4049798846244812,0.3797625005245209,0.3528172969818115,0.3260712623596191,0.3503742814064026,0.3206178843975067,0.2986819744110107,0.2795347273349762,0.3051115572452545,0.2767464220523834,0.2612246572971344,0.2479812800884246,0.2642037272453308,0.2412310689687729,0.2278741896152496,0.2157399952411651,3.661183711756167e-07,-0.0321341976523399,-0.0436183884739875,-0.053583774715662,-0.0620572343468666,0.0006020752480253,-0.0148656535893678,-0.033625915646553,-0.0483011230826377,0.0027407726738601,-0.0096201421692967,-0.0273338537663221,-0.041078794747591,-0.0012433383380994,-0.0157420672476291,-0.0286754444241523,-0.0376862622797489,-0.0091732870787382,-0.0237407628446817,-0.030725659802556,-0.0349263288080692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HELLO
